Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean, arithmetic mean, minimum selection probability
wt100-30, 100, 15, 0.032,2.483,1.104,97,6,0.495049,0.583333,0.25,
wt100-31, 100, 0, 0.024,2.121,0,101,1,0,0,1,
wt100-32, 100, 13, 0.028,2.255,0.775,97,3,0.565847,0.641026,0.333333,
wt100-33, 100, 4, 0.026,2.382,0.316,99,3,0.396402,0.416667,0.333333,
wt100-34, 100, 8, 0.02,2.315,0.589,98,5,0.525105,0.583333,0.333333,
wt100-35, 100, 31, 0.026,2.485,4.046,92,17,0.346392,0.5066,0.111111,
wt100-36, 100, 7, 0.031,3.055,0.545,98,4,0.276022,0.285714,0.25,
wt100-37, 100, 2, 0.034,2.931,0.218,100,2,0.5,0.5,0.5,
wt100-38, 100, 9, 0.024,3.124,0.757,98,5,0.31913,0.333333,0.25,
wt100-39, 100, 0, 0.051,2.968,0,101,1,0,0,1,
wt100-40, 100, 20, 0.073,4.587,6.444,93,4,0.546491,0.616667,0.333333,
wt100-41, 100, 3, 0.077,3.966,0.603,100,3,0.666667,0.666667,0.666667,
wt100-42, 100, 7, 0.029,3.011,1.188,97,3,0.430569,0.47619,0.333333,
wt100-43, 100, 7, 0.058,3.574,0.203,97,2,0.552045,0.571429,0.5,
wt100-44, 100, 6, 0.086,5.029,1.594,99,3,0.572357,0.583333,0.5,
wt100-45, 100, 2, 0.023,1.177,0.142,100,2,0.5,0.5,0.5,
wt100-46, 100, 0, 0.026,1.628,0,101,1,0,0,1,
wt100-47, 100, 3, 0.032,1.355,0.271,99,2,0.5,0.5,0.5,
wt100-48, 100, 4, 0.019,1.038,0.261,99,3,0.396402,0.416667,0.333333,
wt100-49, 100, 10, 0.016,0.839,0.61,96,6,0.371273,0.46,0.2,
