Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean, arithmetic mean, minimum selection probability
40-instance-43, 40, 9, 0.009,0.109,0.123,37,6,0.209978,0.222222,0.165789,
40-instance-44, 40, 18, 0.013,0.319,2.048,31,14,0.430291,0.444444,0.331429,
40-instance-45, 40, 18, 0.015,0.263,0.614,33,13,0.161756,0.166667,0.141429,
40-instance-46, 40, 14, 0.014,0.264,0.172,36,10,0.127674,0.142857,0.0933333,
40-instance-47, 40, 12, 0.003,0.08,0.438,35,11,0.368958,0.416667,0.196364,
40-instance-48, 40, 23, 0.003,0.026,0.5,36,20,0.0754232,0.0869565,0.0487879,
40-instance-49, 40, 14, 0.011,0.144,0.274,34,11,0.271147,0.285714,0.215833,
40-instance-50, 40, 22, 0.017,0.418,0.675,30,15,0.317755,0.409091,0.199375,
40-instance-51, 40, 26, 0.006,0.218,0.273,32,17,0.146998,0.269231,0.0577778,
40-instance-52, 40, 18, 0.02,0.439,0.652,32,16,0.16547,0.166667,0.148571,
40-instance-53, 40, 8, 0.017,0.426,0.191,38,4,0.612368,0.625,0.497778,
40-instance-54, 40, 13, 0.015,0.266,0.91,32,10,0.519845,0.538462,0.395652,
40-instance-55, 40, 15, 0.015,0.329,0.34,34,12,0.250284,0.266667,0.198,
40-instance-56, 40, 21, 0.021,0.401,2.043,27,15,0.395135,0.428571,0.243871,
40-instance-57, 40, 16, 0.014,0.344,0.475,33,14,0.227128,0.3125,0.110769,
40-instance-58, 40, 18, 0.017,0.383,0.567,36,16,0.135729,0.222222,0.0742857,
40-instance-59, 40, 9, 0.017,0.299,0.132,37,7,0.320976,0.333333,0.246842,
40-instance-60, 40, 17, 0.013,0.389,0.616,33,14,0.392943,0.470588,0.163704,
40-instance-61, 40, 8, 0.005,0.121,0.113,37,5,0.478395,0.5,0.333333,
40-instance-62, 40, 15, 0.009,0.416,0.478,37,12,0.199951,0.333333,0.096,
40-instance-63, 40, 14, 0.013,0.312,0.464,34,11,0.38907,0.428571,0.285,
40-instance-64, 40, 14, 0.003,0.032,0.521,35,12,0.218395,0.285714,0.113333,
40-instance-65, 40, 5, 0.004,0.091,0.563,40,5,0.8,0.8,0.8,
50-instance-1, 50, 8, 0.014,0.307,0.026,50,8,0.124992,0.125,0.124444,
50-instance-2, 50, 19, 0.018,0.617,0.73,42,16,0.183145,0.210526,0.108966,
50-instance-3, 50, 27, 0.027,0.468,2.135,35,22,0.276647,0.333333,0.175135,
50-instance-4, 50, 18, 0.023,0.566,0.25,43,10,0.145779,0.166667,0.122143,
50-instance-5, 50, 18, 0.015,0.513,0.391,43,16,0.209076,0.222222,0.186429,
50-instance-6, 50, 8, 0.016,0.372,0.089,46,4,0.353546,0.375,0.248889,
50-instance-7, 50, 13, 0.02,0.744,1.27,45,13,0.23076,0.230769,0.226087,
50-instance-8, 50, 23, 0.024,0.515,0.921,43,18,0.146554,0.217391,0.0906061,
50-instance-9, 50, 21, 0.022,0.562,0.748,36,13,0.461447,0.47619,0.379355,
50-instance-10, 50, 9, 0.005,0.224,0.035,50,9,0.111087,0.111111,0.108947,
50-instance-11, 50, 19, 0.025,0.785,1.195,38,15,0.432818,0.473684,0.268621,
50-instance-12, 50, 19, 0.019,0.429,0.827,41,12,0.393202,0.473684,0.163793,
50-instance-13, 50, 32, 0.026,0.577,1.793,35,19,0.331146,0.46875,0.129524,
50-instance-14, 50, 11, 0.022,0.396,0.17,45,9,0.257512,0.272727,0.22,
50-instance-15, 50, 22, 0.02,0.476,0.745,42,13,0.206479,0.272727,0.103125,
50-instance-16, 50, 30, 0.024,0.801,2.086,38,22,0.265362,0.3,0.1575,
50-instance-17, 50, 20, 0.02,0.38,0.654,38,16,0.420143,0.45,0.246667,
50-instance-18, 50, 13, 0.015,0.27,0.249,42,8,0.444785,0.461538,0.332609,
50-instance-19, 50, 19, 0.014,0.505,1.115,43,14,0.402288,0.473684,0.22931,
50-instance-20, 50, 23, 0.022,0.446,4.567,34,20,0.387185,0.391304,0.327576,
50-instance-21, 50, 16, 0.011,0.254,0.416,49,13,0.115235,0.1875,0.0738462,
50-instance-22, 50, 9, 0.018,0.71,0.234,47,6,0.209978,0.222222,0.165789,
50-instance-23, 50, 27, 0.02,0.683,3.964,34,20,0.320352,0.37037,0.175135,
50-instance-24, 50, 29, 0.041,0.48,1.67,33,22,0.238115,0.275862,0.146068,
50-instance-25, 50, 16, 0.015,0.4,0.659,44,12,0.644525,0.6875,0.4,
50-instance-26, 50, 11, 0.016,0.468,0.461,44,10,0.257512,0.272727,0.22,
50-instance-27, 50, 24, 0.01,0.449,0.451,39,15,0.25702,0.375,0.127059,
50-instance-28, 50, 15, 0.035,0.909,1.84,45,13,0.236923,0.266667,0.138,
50-instance-29, 50, 14, 0.016,0.467,0.459,43,10,0.785381,0.785714,0.746667,
50-instance-30, 50, 6, 0.021,0.768,0.292,49,5,0.655185,0.666667,0.49875,
50-instance-31, 50, 17, 0.014,0.336,0.525,44,14,0.243644,0.294118,0.11963,
50-instance-32, 50, 14, 0.023,0.609,0.46,45,13,0.354684,0.428571,0.163333,
50-instance-33, 50, 4, 0.016,0.601,0.093,48,2,0.5,0.5,0.5,
50-instance-34, 50, 17, 0.018,0.732,0.618,42,14,0.174103,0.176471,0.138519,
50-instance-35, 50, 6, 0.022,0.744,0.213,47,5,0.499998,0.5,0.49875,
50-instance-36, 50, 20, 0.016,0.678,0.657,43,16,0.191936,0.25,0.126667,
50-instance-37, 50, 23, 0.035,0.767,0.963,39,19,0.222695,0.26087,0.139394,
50-instance-38, 50, 21, 0.036,0.653,1.255,37,16,0.563757,0.571429,0.433548,
50-instance-39, 50, 24, 0.015,0.353,0.639,37,15,0.431519,0.458333,0.230588,
50-instance-40, 50, 8, 0.002,0.082,0.073,49,2,0.499995,0.5,0.497778,
50-instance-41, 50, 22, 0.025,0.689,0.952,37,19,0.263726,0.318182,0.185625,
50-instance-42, 50, 18, 0.031,1.067,0.324,43,4,0.716958,0.722222,0.498571,
50-instance-43, 50, 19, 0.015,0.257,1.306,44,18,0.187295,0.210526,0.137586,
50-instance-44, 50, 17, 0.027,1.015,2.242,41,16,0.528254,0.529412,0.497407,
50-instance-45, 50, 11, 0.015,0.533,0.05,50,11,0.090876,0.0909091,0.0890476,
50-instance-46, 50, 13, 0.012,0.278,0.383,43,10,0.442696,0.461538,0.316522,
50-instance-47, 50, 13, 0.031,1.214,0.473,45,11,0.225007,0.230769,0.197826,
50-instance-48, 50, 35, 0.022,0.429,5.437,31,29,0.219904,0.314286,0.07,
50-instance-49, 50, 21, 0.02,0.543,1.107,41,15,0.290525,0.380952,0.149032,
50-instance-50, 50, 9, 0.005,0.128,0.159,46,5,0.433438,0.444444,0.298421,
60-instance-1, 60, 17, 0.013,0.155,0.294,54,11,0.160567,0.235294,0.0818519,
60-instance-2, 60, 31, 0.021,1.06,2.071,45,24,0.221397,0.290323,0.128537,
60-instance-3, 60, 30, 0.025,0.589,1.525,45,19,0.263079,0.333333,0.1225,
60-instance-4, 60, 31, 0.033,0.775,3.443,42,26,0.268599,0.354839,0.0907317,
60-instance-5, 60, 15, 0.018,0.684,1.164,52,13,0.452469,0.466667,0.33,
60-instance-6, 60, 42, 0.029,0.845,8.505,34,29,0.328056,0.404762,0.121154,
60-instance-7, 60, 22, 0.022,1.463,0.983,51,20,0.227396,0.318182,0.130625,
60-instance-8, 60, 45, 0.059,0.741,4.541,39,25,0.228837,0.288889,0.122727,
60-instance-9, 60, 25, 0.015,0.439,1.431,50,16,0.21261,0.28,0.121429,
60-instance-10, 60, 24, 0.024,0.928,2.196,52,18,0.189607,0.208333,0.105882,
60-instance-11, 60, 32, 0.024,0.7,1.468,43,14,0.239601,0.28125,0.152381,
60-instance-12, 60, 25, 0.029,0.818,1.33,44,17,0.365561,0.4,0.242857,
60-instance-13, 60, 36, 0.023,0.684,3.497,37,24,0.333296,0.388889,0.164348,
60-instance-14, 60, 20, 0.023,0.652,0.663,53,17,0.15492,0.25,0.0733333,
60-instance-15, 60, 41, 0.038,1.271,6.073,40,31,0.244361,0.341463,0.10451,
60-instance-16, 60, 11, 0.028,1.329,0.301,59,10,0.197311,0.272727,0.120476,
60-instance-17, 60, 23, 0.023,0.673,0.904,49,16,0.343389,0.391304,0.243939,
60-instance-18, 60, 34, 0.03,1.26,6.307,47,31,0.136521,0.176471,0.0695455,
60-instance-19, 60, 30, 0.02,0.571,1.055,54,23,0.12758,0.266667,0.0525,
60-instance-20, 60, 26, 0.041,1.222,2.706,42,21,0.342768,0.346154,0.310556,
60-instance-21, 60, 32, 0.028,1.094,22.504,40,29,0.267803,0.28125,0.161905,
60-instance-22, 60, 20, 0.02,0.437,0.404,53,10,0.428807,0.55,0.16,
60-instance-23, 60, 14, 0.04,1.42,0.479,51,6,0.571428,0.571429,0.57,
60-instance-24, 60, 39, 0.039,0.894,5.902,36,23,0.307315,0.358974,0.14135,
60-instance-25, 60, 26, 0.045,1.448,1.981,45,19,0.363916,0.423077,0.166111,
60-instance-26, 60, 28, 0.021,0.697,1.045,48,18,0.184197,0.285714,0.0663158,
60-instance-27, 60, 24, 0.026,0.737,1.63,53,21,0.141271,0.166667,0.0705882,
60-instance-28, 60, 27, 0.033,0.963,1.593,44,23,0.214005,0.222222,0.197027,
60-instance-29, 60, 27, 0.025,1.106,9.41,41,21,0.477961,0.481481,0.328649,
60-instance-30, 60, 41, 0.028,0.956,4.506,37,25,0.203671,0.292683,0.0643137,
60-instance-31, 60, 35, 0.027,1.318,2.34,42,23,0.158738,0.171429,0.108889,
60-instance-32, 60, 29, 0.024,0.866,3.454,42,25,0.281892,0.344828,0.185897,
60-instance-33, 60, 16, 0.017,0.824,0.564,51,13,0.293657,0.3125,0.221538,
60-instance-34, 60, 32, 0.014,0.662,1.208,49,27,0.103131,0.1875,0.0457143,
60-instance-35, 60, 20, 0.012,0.381,0.935,48,15,0.564671,0.6,0.333333,
60-instance-36, 60, 35, 0.021,1.025,19.802,43,33,0.181105,0.257143,0.108889,
60-instance-37, 60, 35, 0.027,0.881,1.347,41,25,0.181216,0.2,0.132222,
60-instance-38, 60, 30, 0.017,0.998,3.493,46,22,0.372145,0.433333,0.27,
60-instance-39, 60, 31, 0.02,0.659,3.57,44,23,0.271615,0.387097,0.105854,
60-instance-40, 60, 31, 0.025,1.198,2.244,48,20,0.176391,0.258065,0.0680488,
60-instance-41, 60, 23, 0.015,0.865,1.548,47,17,0.317711,0.391304,0.111515,
60-instance-42, 60, 8, 0.003,0.126,0.69,60,8,0.874999,0.875,0.871111,
60-instance-43, 60, 33, 0.023,0.701,3.707,45,26,0.181157,0.212121,0.0844186,
60-instance-44, 60, 29, 0.053,1.4,5.02,42,24,0.3699,0.413793,0.275128,
60-instance-45, 60, 23, 0.041,2.011,6.362,50,20,0.284373,0.304348,0.209091,
60-instance-46, 60, 24, 0.02,0.844,1.152,50,18,0.223389,0.25,0.127059,
60-instance-47, 60, 16, 0.011,0.393,0.755,53,14,0.350609,0.375,0.233846,
60-instance-48, 60, 30, 0.024,0.926,2.757,40,23,0.224796,0.233333,0.18,
60-instance-49, 60, 36, 0.029,1.14,3.395,42,26,0.375493,0.444444,0.258739,
